"s"	"ct"
"http://rdf.glycoinfo.org/glycan/G52904TE"	"RES
1b:x-dglc-HEX-1:5
2s:n-acetyl
3b:b-dman-HEX-1:5
4b:a-dman-HEX-1:5
5b:b-dglc-HEX-1:5
6s:n-acetyl
7b:b-dgal-HEX-1:5
8b:b-dglc-HEX-1:5
9s:n-acetyl
10b:b-dgal-HEX-1:5
11b:a-dman-HEX-1:5
12b:b-dglc-HEX-1:5
13s:n-acetyl
14b:b-dgal-HEX-1:5
15b:b-dglc-HEX-1:5
16s:n-acetyl
17b:b-dgal-HEX-1:5
LIN
1:1d(2+1)2n
2:1o(4+1)3d
3:3o(3+1)4d
4:4o(2+1)5d
5:5d(2+1)6n
6:5o(4+1)7d
7:4o(4+1)8d
8:8d(2+1)9n
9:8o(4+1)10d
10:3o(6+1)11d
11:11o(2+1)12d
12:12d(2+1)13n
13:12o(4+1)14d
14:11o(6+1)15d
15:15d(2+1)16n
16:15o(4+1)17d"
"http://rdf.glycoinfo.org/glycan/G49169UJ"	"RES
1b:a-dgal-HEX-1:5
2b:a-dman-HEX-1:5
3b:a-dglc-HEX-1:5
LIN
1:1o(3+1)2d
2:1o(4+1)3d"
"http://rdf.glycoinfo.org/glycan/G01260RY"	"RES
1b:x-dglc-HEX-1:5
2s:n-acetyl
3b:b-dglc-HEX-1:5
4s:n-acetyl
5b:b-dman-HEX-1:5
6b:a-dman-HEX-1:5
7b:a-dman-HEX-1:5
8b:a-dman-HEX-1:5
9b:a-dman-HEX-1:5
10b:a-dman-HEX-1:5
11b:a-dman-HEX-1:5
12b:a-dman-HEX-1:5
13b:a-dman-HEX-1:5
14b:a-dman-HEX-1:5
LIN
1:1d(2+1)2n
2:1o(4+1)3d
3:3d(2+1)4n
4:3o(4+1)5d
5:5o(3+1)6d
6:6o(2+1)7d
7:7o(2+1)8d
8:8o(2+1)9d
9:5o(6+1)10d
10:10o(3+1)11d
11:11o(2+1)12d
12:10o(6+1)13d
13:13o(2+1)14d"
"http://rdf.glycoinfo.org/glycan/G60391NN"	"RES
1b:x-dglc-HEX-1:5
2s:n-acetyl
3b:b-dgal-HEX-1:5
4s:sulfate
5s:sulfate
LIN
1:1d(2+1)2n
2:1o(4+1)3d
3:3o(4+1)4n
4:3o(6+1)5n"
"http://rdf.glycoinfo.org/glycan/G76886YG"	"RES
1b:a-dgal-HEX-1:5
2b:b-dglc-HEX-1:5
3s:n-acetyl
4s:acetyl
5s:phosphate
6b:a-dgal-HEX-1:5
7b:b-dglc-HEX-1:5
8s:n-acetyl
9s:acetyl
10s:phosphate
11b:a-dgal-HEX-1:5
12b:b-dglc-HEX-1:5
13s:n-acetyl
14s:acetyl
LIN
1:1o(3+1)2d
2:2d(2+1)3n
3:2o(3+1)4n
4:2o(4+1)5n
5:5n(1+1)6o
6:6o(3+1)7d
7:7d(2+1)8n
8:7o(3+1)9n
9:7o(4+1)10n
10:10n(1+1)11o
11:11o(3+1)12d
12:12d(2+1)13n
13:12o(3+1)14n"
"http://rdf.glycoinfo.org/glycan/G18155UL"	"RES
1b:b-dgal-HEX-1:5
2b:b-dglc-HEX-1:5
3b:b-dman-HEX-1:5
LIN
1:1o(2+1)2d
2:1o(3+1)3d"
"http://rdf.glycoinfo.org/glycan/G81984SA"	"RES
1b:x-dgal-HEX-1:5
2b:b-dglc-HEX-1:5
3s:n-acetyl
4b:b-dgal-HEX-1:5
5s:methyl
LIN
1:1o(3+1)2d
2:2d(2+1)3n
3:2o(3+1)4d
4:4o(2+1)5n"
"http://rdf.glycoinfo.org/glycan/G82168GG"	"RES
1b:b-dglc-HEX-1:5
2s:n-acetyl
3b:b-dglc-HEX-1:5
4s:n-acetyl
5b:b-dman-HEX-1:5
6b:a-dman-HEX-1:5
7b:b-dglc-HEX-1:5
8s:n-acetyl
9b:a-dgal-HEX-1:5
10b:a-dman-HEX-1:5
11b:b-dglc-HEX-1:5
12s:n-acetyl
13b:a-dgal-HEX-1:5
LIN
1:1d(2+1)2n
2:1o(4+1)3d
3:3d(2+1)4n
4:3o(4+1)5d
5:5o(3+1)6d
6:6o(2+1)7d
7:7d(2+1)8n
8:7o(4+1)9d
9:5o(6+1)10d
10:10o(2+1)11d
11:11d(2+1)12n
12:11o(4+1)13d"
"http://rdf.glycoinfo.org/glycan/G01049VL"	"RES
1b:b-dglc-HEX-1:5
2b:b-dgal-HEX-1:5
3b:a-dgal-HEX-1:5
4b:a-dgal-HEX-1:5
5s:n-acetyl
6b:b-dgal-HEX-1:5
7s:pyruvate
LIN
1:1o(4+1)2d
2:2o(2+1)3d
3:2o(3+1)4d
4:4d(2+1)5n
5:4o(3+1)6d
6:6o(3+1)7n
7:6o(4+1)7n"
"http://rdf.glycoinfo.org/glycan/G59750NK"	"RES
1b:b-dgal-HEX-1:5
2s:sulfate
3s:sulfate
4s:sulfate
LIN
1:1o(2+1)2n
2:1o(3+1)3n
3:1o(6+1)4n"
"http://rdf.glycoinfo.org/glycan/G95107LS"	"RES
1b:b-dglc-HEX-1:5
2b:b-dglc-HEX-1:5
3b:b-dglc-HEX-1:5
4b:b-dglc-HEX-1:5
5b:a-dglc-HEX-1:5
LIN
1:1o(4+1)2d
2:2o(6+1)3d
3:3o(4+1)4d
4:4o(4+1)5d"
"http://rdf.glycoinfo.org/glycan/G89337EE"	"RES
1b:a-dgal-HEX-1:5
2s:n-acetyl
3b:b-dgal-HEX-1:5
4s:sulfate
LIN
1:1d(2+1)2n
2:1o(3+1)3d
3:1o(6+1)4n"
"http://rdf.glycoinfo.org/glycan/G00835ME"	"RES
1b:a-dglc-HEX-1:5
2b:a-dglc-HEX-1:5
3b:a-dglc-HEX-1:5
4b:a-dglc-HEX-1:5
5b:a-dglc-HEX-1:5
6b:a-dglc-HEX-1:5
7b:a-dglc-HEX-1:5
8s:n-methyl
LIN
1:1o(4+1)2d
2:2o(4+1)3d
3:3o(4+1)4d
4:4o(4+1)5d
5:5o(4+1)6d
6:6o(4+1)7d
7:7o(4+1)1d
8:7d(6+1)8n"
"http://rdf.glycoinfo.org/glycan/G08283ER"	"RES
1b:x-xgal-HEX-1:5
2s:n-acetyl
3b:b-dgal-HEX-1:5
4b:a-dglc-HEX-1:5
5s:n-acetyl
LIN
1:1d(2+1)2n
2:1o(3+1)3d
3:3o(4+1)4d
4:4d(2+1)5n"
"http://rdf.glycoinfo.org/glycan/G99629BM"	"RES
1b:x-dglc-HEX-1:5
2s:n-acetyl
3b:b-dman-HEX-1:5
4b:a-dman-HEX-1:5
5b:b-dglc-HEX-1:5
6s:n-acetyl
7b:b-dgal-HEX-1:5
8b:a-dman-HEX-1:5
9b:b-dglc-HEX-1:5
10s:n-acetyl
11b:b-dgal-HEX-1:5
12b:b-dglc-HEX-1:5
13s:n-acetyl
14b:b-dgal-HEX-1:5
LIN
1:1d(2+1)2n
2:1o(4+1)3d
3:3o(3+1)4d
4:4o(2+1)5d
5:5d(2+1)6n
6:5o(4+1)7d
7:3o(6+1)8d
8:8o(2+1)9d
9:9d(2+1)10n
10:9o(4+1)11d
11:11o(3+1)12d
12:12d(2+1)13n
13:12o(4+1)14d"
"http://rdf.glycoinfo.org/glycan/G41125AS"	"RES
1b:x-dglc-HEX-1:5
2s:n-acetyl
3b:b-dglc-HEX-1:5
4s:n-acetyl
5b:b-dman-HEX-1:5
6b:a-dman-HEX-1:5
7b:b-dglc-HEX-1:5
8s:n-acetyl
9b:a-dman-HEX-1:5
10b:b-dglc-HEX-1:5
11s:n-acetyl
LIN
1:1d(2+1)2n
2:1o(4+1)3d
3:3d(2+1)4n
4:3o(4+1)5d
5:5o(3+1)6d
6:6o(4+1)7d
7:7d(2+1)8n
8:5o(6+1)9d
9:9o(4+1)10d
10:10d(2+1)11n"
"http://rdf.glycoinfo.org/glycan/G10363DV"	"RES
1b:x-dman-HEX-1:5
2b:a-dman-HEX-1:5
3b:b-dglc-HEX-1:5
4s:n-acetyl
5b:b-dgal-HEX-1:5
6b:b-dglc-HEX-1:5
7s:n-acetyl
8b:b-dgal-HEX-1:5
9b:a-dman-HEX-1:5
LIN
1:1o(3+1)2d
2:2o(2+1)3d
3:3d(2+1)4n
4:3o(4+1)5d
5:2o(4+1)6d
6:6d(2+1)7n
7:6o(4+1)8d
8:1o(6+1)9d"
"http://rdf.glycoinfo.org/glycan/G98906LL"	"RES
1b:x-dglc-HEX-1:5
2s:n-acetyl
3b:b-dglc-HEX-1:5
4s:n-acetyl
5b:b-dman-HEX-1:5
6b:a-dman-HEX-1:5
7b:a-dman-HEX-1:5
8b:a-dman-HEX-1:5
9b:x-dglc-HEX-1:5
10b:a-dman-HEX-1:5
11b:a-dman-HEX-1:5
12b:a-dman-HEX-1:5
LIN
1:1d(2+1)2n
2:1o(4+1)3d
3:3d(2+1)4n
4:3o(4+1)5d
5:5o(3+1)6d
6:6o(2+1)7d
7:7o(2+1)8d
8:8o(3+1)9d
9:5o(6+1)10d
10:10o(3+1)11d
11:10o(6+1)12d"
"http://rdf.glycoinfo.org/glycan/G02114ZE"	"RES
1b:a-dglc-HEX-1:5
2s:amino
3b:a-dman-HEX-1:5
4b:a-dgal-HEX-1:5
5b:a-dgal-HEX-1:5
6b:a-dgal-HEX-1:5
7b:a-dgal-HEX-1:5
8b:a-dman-HEX-1:5
9b:a-dman-HEX-1:5
LIN
1:1d(2+1)2n
2:1o(4+1)3d
3:3o(3+1)4d
4:4o(2+1)5d
5:4o(6+1)6d
6:6o(2+1)7d
7:3o(6+1)8d
8:8o(2+1)9d"
"http://rdf.glycoinfo.org/glycan/G04089RG"	"RES
1b:b-dglc-HEX-1:5
2s:n-acetyl
3b:b-dglc-HEX-1:5
4s:n-acetyl
5b:a-dman-HEX-1:5
6b:b-dman-HEX-1:5
7b:a-dman-HEX-1:5
8b:b-dglc-HEX-1:5
9s:n-acetyl
LIN
1:1d(2+1)2n
2:1o(4+1)3d
3:3d(2+1)4n
4:3o(4+1)5d
5:5o(3+1)6d
6:5o(6+1)7d
7:7o(2+1)8d
8:8d(2+1)9n"
"http://rdf.glycoinfo.org/glycan/G74645FT"	"RES
1b:b-dglc-HEX-1:5
2s:n-acetyl
3b:b-dglc-HEX-1:5
4s:n-acetyl
5b:b-dman-HEX-1:5
6b:a-dman-HEX-1:5
7b:b-dglc-HEX-1:5
8s:n-acetyl
9b:b-dgal-HEX-1:5
10b:b-dglc-HEX-1:5
11s:n-acetyl
12b:b-dgal-HEX-1:5
13b:b-dglc-HEX-1:5
14s:n-acetyl
15b:a-dman-HEX-1:5
16b:b-dglc-HEX-1:5
17s:n-acetyl
18b:b-dgal-HEX-1:5
LIN
1:1d(2+1)2n
2:1o(4+1)3d
3:3d(2+1)4n
4:3o(4+1)5d
5:5o(3+1)6d
6:6o(2+1)7d
7:7d(2+1)8n
8:7o(4+1)9d
9:6o(4+1)10d
10:10d(2+1)11n
11:10o(4+1)12d
12:5o(4+1)13d
13:13d(2+1)14n
14:5o(6+1)15d
15:15o(2+1)16d
16:16d(2+1)17n
17:16o(4+1)18d"
"http://rdf.glycoinfo.org/glycan/G95589TE"	"RES
1b:b-dglc-HEX-1:5
2b:b-dman-HEX-1:5
3b:a-dgal-HEX-1:5
LIN
1:1o(4+1)2d
2:2o(3+1)3d"
"http://rdf.glycoinfo.org/glycan/G54429MF"	"RES
1b:b-dglc-HEX-1:5
2b:b-dgal-HEX-1:5
3b:b-dgal-HEX-1:5
4b:b-dgal-HEX-1:5
5s:n-acetyl
LIN
1:1o(4+1)2d
2:2o(4+1)3d
3:3o(3+1)4d
4:4d(2+1)5n"
"http://rdf.glycoinfo.org/glycan/G88928WT"	"RES
1b:b-dglc-HEX-1:5
2b:b-dman-HEX-1:5
3b:a-dman-HEX-1:5
4b:b-dglc-HEX-1:5
5s:n-acetyl
6b:b-dgal-HEX-1:5
LIN
1:1o(4+1)2d
2:2o(3+1)3d
3:3o(2+1)4d
4:4d(2+1)5n
5:4o(4+1)6d"
"http://rdf.glycoinfo.org/glycan/G16268BN"	"RES
1b:a-dgal-HEX-1:5
2s:n-acetyl
3b:b-dgal-HEX-1:5
4b:b-dglc-HEX-1:5
5s:n-acetyl
6b:b-dgal-HEX-1:5
7b:b-dglc-HEX-1:5
8s:n-acetyl
9b:b-dgal-HEX-1:5
10b:b-dgal-HEX-1:5
11b:b-dglc-HEX-1:5
12s:n-acetyl
13b:b-dgal-HEX-1:5
14b:b-dgal-HEX-1:5
LIN
1:1d(2+1)2n
2:1o(3+1)3d
3:3o(3+1)4d
4:4d(2+1)5n
5:4o(4+1)6d
6:6o(3+1)7d
7:7d(2+1)8n
8:7o(4+1)9d
9:9o(3+1)10d
10:6o(6+1)11d
11:11d(2+1)12n
12:11o(4+1)13d
13:13o(3+1)14d"
"http://rdf.glycoinfo.org/glycan/G80782AU"	"RES
1b:a-dgal-HEX-1:5
2s:n-acetyl
3b:b-dgal-HEX-1:5
4b:b-dglc-HEX-1:5
5s:n-acetyl
6b:b-dgal-HEX-1:5
7b:b-dgal-HEX-1:5
8b:a-dgal-HEX-1:5
LIN
1:1d(2+1)2n
2:1o(3+1)3d
3:1o(6+1)4d
4:4d(2+1)5n
5:4o(4+1)6d
6:6o(4+1)7d
7:7o(4+1)8d"
"http://rdf.glycoinfo.org/glycan/G62592GA"	"RES
1b:b-dglc-HEX-1:5
2s:n-acetyl
3b:b-dglc-HEX-1:5
4s:n-acetyl
5b:b-dman-HEX-1:5
6b:a-dman-HEX-1:5
7b:a-dman-HEX-1:5
8b:a-dman-HEX-1:5
9b:a-dman-HEX-1:5
10b:a-dman-HEX-1:5
LIN
1:1d(2+1)2n
2:1o(4+1)3d
3:3d(2+1)4n
4:3o(4+1)5d
5:5o(3+1)6d
6:6o(2+1)7d
7:5o(6+1)8d
8:8o(2+1)9d
9:8o(6+1)10d"
"http://rdf.glycoinfo.org/glycan/G35132NC"	"RES
1b:x-dglc-HEX-1:5
2b:b-dgal-HEX-1:5
3b:b-dglc-HEX-1:5
4s:amino
5b:b-dgal-HEX-1:5
LIN
1:1o(4+1)2d
2:2o(3+1)3d
3:3d(2+1)4n
4:3o(4+1)5d"
"http://rdf.glycoinfo.org/glycan/G04295FF"	"RES
1b:b-dglc-HEX-1:5
2b:a-lara-PEN-1:5
3b:b-dxyl-PEN-1:5
LIN
1:1o(6+1)2d
2:2o(4+1)3d"
"http://rdf.glycoinfo.org/glycan/G41123BR"	"RES
1b:a-dara-PEN-1:4
2b:a-dara-PEN-1:4
3b:a-dara-PEN-1:4
LIN
1:1o(2+1)2d
2:2o(2+1)3d"
"http://rdf.glycoinfo.org/glycan/G41122XD"	"RES
1b:x-dglc-HEX-1:5
2b:a-dglc-HEX-1:5
3b:b-dgal-HEX-1:5
LIN
1:1o(4+1)2d
2:2o(6+1)3d"
"http://rdf.glycoinfo.org/glycan/G57618NP"	"RES
1b:x-dglc-HEX-1:5
2s:amino
3s:amino
4b:b-dglc-HEX-1:5
5s:amino
6s:amino
LIN
1:1d(2+1)2n
2:1d(3+1)3n
3:1o(6+1)4d
4:4d(2+1)5n
5:4d(3+1)6n"
"http://rdf.glycoinfo.org/glycan/G30309JF"	"RES
1b:b-dall-HEX-1:5
2s:acetyl
3s:acetyl
4b:b-dxyl-PEN-1:5
5s:acetyl
LIN
1:1o(2+1)2n
2:1o(3+1)3n
3:1o(4+1)4d
4:4o(2+1)5n"
"http://rdf.glycoinfo.org/glycan/G56095AU"	"RES
1b:b-dlyx-PEN-1:4"
"http://rdf.glycoinfo.org/glycan/G11967GO"	"RES
1b:x-dglc-HEX-1:5
2b:b-dgal-HEX-1:5
3b:b-dgal-HEX-1:5
LIN
1:1o(4+1)2d
2:2o(6+1)3d"
"http://rdf.glycoinfo.org/glycan/G96399PG"	"RES
1b:b-dglc-HEX-1:5
2s:n-acetyl
3b:b-dman-HEX-1:5
4b:a-dman-HEX-1:5
5b:b-dglc-HEX-1:5
6s:n-acetyl
7b:b-dglc-HEX-1:5
8s:n-acetyl
9b:a-dman-HEX-1:5
10b:b-dglc-HEX-1:5
11s:n-acetyl
LIN
1:1d(2+1)2n
2:1o(4+1)3d
3:3o(3+1)4d
4:4o(2+1)5d
5:5d(2+1)6n
6:3o(4+1)7d
7:7d(2+1)8n
8:3o(6+1)9d
9:9o(2+1)10d
10:10d(2+1)11n"
"http://rdf.glycoinfo.org/glycan/G75553PU"	"RES
1b:x-dglc-HEX-1:5
2s:n-acetyl
3b:b-dglc-HEX-1:5
4s:n-acetyl
5b:b-dglc-HEX-1:5
6s:n-acetyl
7b:b-dgal-HEX-1:5
LIN
1:1d(2+1)2n
2:1o(4+1)3d
3:3d(2+1)4n
4:3o(4+1)5d
5:5d(2+1)6n
6:5o(4+1)7d"
"http://rdf.glycoinfo.org/glycan/G99516CU"	"RES
1b:b-dglc-HEX-1:5
2b:a-dglc-HEX-1:5
3b:a-dgal-HEX-1:5
4b:a-dgal-HEX-1:5
5b:a-dglc-HEX-1:5
LIN
1:1o(3+1)2d
2:2o(2+1)3d
3:3o(2+1)4d
4:2o(3+1)5d"
"http://rdf.glycoinfo.org/glycan/G75463VN"	"RES
1b:x-dglc-HEX-1:5
2b:b-dgal-HEX-1:5
3s:thio
LIN
1:1o(4+1)2d
2:1d(5+1)3n"
"http://rdf.glycoinfo.org/glycan/G76262KF"	"RES
1b:a-lalt-HEX-1:5"
"http://rdf.glycoinfo.org/glycan/G91368RN"	"RES
1b:a-dglc-HEX-1:5
2b:a-dglc-HEX-1:5
3b:a-dglc-HEX-1:5
4b:a-dglc-HEX-1:5
5b:a-dglc-HEX-1:5
6b:a-dglc-HEX-1:5
LIN
1:1o(4+1)2d
2:2o(4+1)3d
3:3o(4+1)4d
4:4o(4+1)5d
5:5o(4+1)6d"
"http://rdf.glycoinfo.org/glycan/G43697DU"	"RES
1b:x-dman-HEX-1:5
2b:a-dman-HEX-1:5
3b:a-dman-HEX-1:5
4b:a-dman-HEX-1:5
5b:b-dman-HEX-1:5
6b:b-dman-HEX-1:5
LIN
1:1o(2+1)2d
2:2o(2+1)3d
3:3o(2+1)4d
4:4o(2+1)5d
5:5o(2+1)6d"
"http://rdf.glycoinfo.org/glycan/G28174GA"	"RES
1b:b-dman-HEX-1:5
2b:b-dman-HEX-1:5
3b:b-dman-HEX-1:5
4b:b-dman-HEX-1:5
LIN
1:1o(6+1)2d
2:2o(2+1)3d
3:2o(6+1)4d"
"http://rdf.glycoinfo.org/glycan/G26298YO"	"RES
1b:b-dglc-HEX-1:5
2s:n-acetyl
3b:b-dglc-HEX-1:5
4s:n-acetyl
5b:b-dman-HEX-1:5
6b:a-dman-HEX-1:5
7b:a-dman-HEX-1:5
8b:a-dman-HEX-1:5
9b:a-dglc-HEX-1:5
10b:b-dman-HEX-1:5
11b:a-dman-HEX-1:5
LIN
1:1d(2+1)2n
2:1o(4+1)3d
3:3d(2+1)4n
4:3o(4+1)5d
5:5o(3+1)6d
6:6o(2+1)7d
7:7o(2+1)8d
8:5o(6+1)9d
9:9o(3+1)10d
10:9o(6+1)11d"
"http://rdf.glycoinfo.org/glycan/G11627ZK"	"RES
1b:x-dara-PEN-1:4
2b:x-dara-PEN-1:4
LIN
1:1o(5+1)2d"
"http://rdf.glycoinfo.org/glycan/G87292PO"	"RES
1b:b-dglc-HEX-1:5
2b:b-dgal-HEX-1:5
3b:b-dglc-HEX-1:5
4s:n-acetyl
5b:b-dgal-HEX-1:5
6b:b-dglc-HEX-1:5
7s:n-acetyl
8b:b-dgal-HEX-1:5
9b:a-dgal-HEX-1:5
10b:b-dglc-HEX-1:5
11s:n-acetyl
12b:b-dgal-HEX-1:5
13b:b-dglc-HEX-1:5
14s:n-acetyl
15b:b-dgal-HEX-1:5
16b:a-dgal-HEX-1:5
17b:b-dglc-HEX-1:5
18s:n-acetyl
19b:b-dgal-HEX-1:5
20b:a-dgal-HEX-1:5
LIN
1:1o(4+1)2d
2:2o(3+1)3d
3:3d(2+1)4n
4:3o(4+1)5d
5:5o(3+1)6d
6:6d(2+1)7n
7:6o(4+1)8d
8:8o(3+1)9d
9:5o(6+1)10d
10:10d(2+1)11n
11:10o(4+1)12d
12:12o(3+1)13d
13:13d(2+1)14n
14:13o(4+1)15d
15:15o(3+1)16d
16:12o(6+1)17d
17:17d(2+1)18n
18:17o(4+1)19d
19:19o(3+1)20d"
"http://rdf.glycoinfo.org/glycan/G33902NY"	"RES
1b:b-dglc-HEX-1:5
2b:b-dglc-HEX-1:5
3b:b-dglc-HEX-1:5
4b:b-dglc-HEX-1:5
5b:b-dgal-HEX-1:5
LIN
1:1o(4+1)2d
2:2o(4+1)3d
3:3o(4+1)4d
4:4o(4+1)5d"
"http://rdf.glycoinfo.org/glycan/G26232HM"	"RES
1b:x-lgro-dman-HEP-1:5
2b:b-dglc-HEX-1:5
3b:b-dgal-HEX-1:5
4b:a-dgal-HEX-1:5
LIN
1:1o(4+1)2d
2:2o(4+1)3d
3:3o(3+1)4d"
"http://rdf.glycoinfo.org/glycan/G74933IS"	"RES
1b:b-dglc-HEX-1:5
2s:n-acetyl
3b:b-dglc-HEX-1:5
4s:n-acetyl
5b:b-dman-HEX-1:5
6b:a-dman-HEX-1:5
7b:a-dman-HEX-1:5
8b:a-dman-HEX-1:5
9b:x-dglc-HEX-1:5
10b:a-dman-HEX-1:5
11b:a-dman-HEX-1:5
12b:a-dman-HEX-1:5
LIN
1:1d(2+1)2n
2:1o(4+1)3d
3:3d(2+1)4n
4:3o(4+1)5d
5:5o(3+1)6d
6:6o(2+1)7d
7:7o(2+1)8d
8:8o(3+1)9d
9:5o(6+1)10d
10:10o(3+1)11d
11:10o(6+1)12d"
"http://rdf.glycoinfo.org/glycan/G42304BW"	"RES
1b:x-dglc-HEX-1:5
2s:n-acetyl
3b:b-dglc-HEX-1:5
4s:n-acetyl
5b:b-dman-HEX-1:5
6b:a-dman-HEX-1:5
7b:b-dglc-HEX-1:5
8s:n-acetyl
9b:b-dgal-HEX-1:5
10s:n-acetyl
11b:b-dgal-HEX-1:5
12s:methyl
13b:b-dgal-HEX-1:5
14s:methyl
15b:b-dgal-HEX-1:5
16s:methyl
17b:b-dgal-HEX-1:5
18s:methyl
19b:a-dman-HEX-1:5
LIN
1:1d(2+1)2n
2:1o(4+1)3d
3:3d(2+1)4n
4:3o(4+1)5d
5:5o(3+1)6d
6:6o(2+1)7d
7:7d(2+1)8n
8:7o(4+1)9d
9:9d(2+1)10n
10:9o(3+1)11d
11:11o(3+1)12n
12:11o(6+1)13d
13:13o(3+1)14n
14:9o(6+1)15d
15:15o(3+1)16n
16:15o(6+1)17d
17:17o(3+1)18n
18:5o(6+1)19d"
"http://rdf.glycoinfo.org/glycan/G66961JH"	"RES
1b:x-dgal-HEX-1:5
2s:n-acetyl
3b:b-dglc-HEX-1:5
4s:n-acetyl
5b:b-dgal-HEX-1:5
6b:b-dglc-HEX-1:5
7s:n-acetyl
8b:b-dgal-HEX-1:5
9s:sulfate
LIN
1:1d(2+1)2n
2:1o(3+1)3d
3:3d(2+1)4n
4:3o(4+1)5d
5:5o(3+1)6d
6:6d(2+1)7n
7:6o(4+1)8d
8:8o(6+1)9n"
"http://rdf.glycoinfo.org/glycan/G41511FX"	"RES
1b:x-dgal-HEX-1:5
2s:n-acetyl
3b:b-dgal-HEX-1:5
4b:a-dgal-HEX-1:5
LIN
1:1d(2+1)2n
2:1o(4+1)3d
3:3o(3+1)4d"
"http://rdf.glycoinfo.org/glycan/G43323BP"	"RES
1b:b-dglc-HEX-1:5
2s:methyl
LIN
1:1o(3+1)2n"
"http://rdf.glycoinfo.org/glycan/G83561CI"	"RES
1b:x-dgal-HEX-1:5
2s:n-acetyl
3b:b-dglc-HEX-1:5
4s:n-acetyl
5b:b-dgal-HEX-1:5
6b:b-dglc-HEX-1:5
7s:n-acetyl
8b:b-dgal-HEX-1:5
9s:sulfate
LIN
1:1d(2+1)2n
2:1o(3+1)3d
3:3d(2+1)4n
4:3o(4+1)5d
5:1o(6+1)6d
6:6d(2+1)7n
7:6o(4+1)8d
8:8o(6+1)9n"
"http://rdf.glycoinfo.org/glycan/G82169SQ"	"RES
1b:x-dglc-HEX-1:5
2s:n-acetyl
3b:b-dglc-HEX-1:5
4s:n-acetyl
5b:b-dman-HEX-1:5
6b:a-dman-HEX-1:5
7b:b-dglc-HEX-1:5
8s:n-acetyl
9b:b-dgal-HEX-1:5
10b:a-dman-HEX-1:5
11b:b-dglc-HEX-1:5
12s:n-acetyl
LIN
1:1d(2+1)2n
2:1o(4+1)3d
3:3d(2+1)4n
4:3o(4+1)5d
5:5o(3+1)6d
6:6o(4+1)7d
7:7d(2+1)8n
8:7o(3+1)9d
9:5o(6+1)10d
10:10o(2+1)11d
11:11d(2+1)12n"
"http://rdf.glycoinfo.org/glycan/G25825IW"	"RES
1b:x-dxyl-PEN-1:5
2b:b-dxyl-PEN-1:5
3b:a-lara-PEN-1:4
4b:b-dxyl-PEN-1:5
LIN
1:1o(4+1)2d
2:2o(3+1)3d
3:3o(2+1)4d"
"http://rdf.glycoinfo.org/glycan/G26968NZ"	"RES
1b:x-dglc-HEX-1:5
2b:b-dman-HEX-1:5
3b:b-dglc-HEX-1:5
LIN
1:1o(4+1)2d
2:2o(4+1)3d"
"http://rdf.glycoinfo.org/glycan/G74541EU"	"RES
1b:x-dglc-HEX-1:5
2s:n-acetyl
3b:b-dglc-HEX-1:5
4s:n-acetyl
5b:b-dman-HEX-1:5
6b:a-dman-HEX-1:5
7b:a-dman-HEX-1:5
8b:a-dman-HEX-1:5
9b:a-dman-HEX-1:5
10b:a-dman-HEX-1:5
11b:a-dman-HEX-1:5
12b:a-dman-HEX-1:5
LIN
1:1d(2+1)2n
2:1o(4+1)3d
3:3d(2+1)4n
4:3o(4+1)5d
5:5o(3+1)6d
6:5o(6+1)7d
7:7o(3+1)8d
8:7o(6+1)9d
9:9o(2+1)10d
10:10o(2+1)11d
11:11o(2+1)12d"
"http://rdf.glycoinfo.org/glycan/G10665RH"	"RES
1b:x-dglc-HEX-1:5
2b:a-dglc-HEX-1:5
3b:a-dglc-HEX-1:5
4b:a-dglc-HEX-1:5
5s:anhydro
6s:anhydro
LIN
1:1o(4+1)2d
2:2o(4+1)3d
3:3o(4+1)4d
4:3d(3+1)5n
5:3o(6+1)5n
6:2d(3+1)6n
7:2o(6+1)6n"
"http://rdf.glycoinfo.org/glycan/G59102HT"	"RES
1b:x-dgal-HEX-1:5
2b:x-dglc-HEX-1:5
3b:x-dxyl-PEN-1:5
4b:x-dglc-HEX-1:5
LIN
1:1o(4+1)2d
2:2o(2+1)3d
3:2o(4+1)4d"
"http://rdf.glycoinfo.org/glycan/G14551OF"	"RES
1b:x-dgal-HEX-1:5
2b:a-dgal-HEX-1:4
3b:a-dglc-HEX-1:5
4s:n-acetyl
5b:a-dgal-HEX-1:4
LIN
1:1o(2+1)2d
2:2o(2+1)3d
3:3d(2+1)4n
4:1o(3+1)5d"
"http://rdf.glycoinfo.org/glycan/G10089VS"	"RES
1b:a-lgro-dman-HEP-1:5
2b:a-lgro-dman-HEP-1:5
3s:phosphate
4s:phosphate
LIN
1:1o(3+1)2d
2:2o(4+1)3n
3:1o(4+1)4n"
"http://rdf.glycoinfo.org/glycan/G84268UV"	"RES
1b:b-dgal-HEX-1:5
2b:a-dman-HEX-1:5
3b:b-dgal-HEX-1:5
LIN
1:1o(4+1)2d
2:1o(6+1)3d"
